,date,tweet
44,202204021200,[BTCUSDT - WEEK] #BTC #BTCUSDT #BINANCE #BTCUSD #CRYPTO #BITFINEX #BITCOINGRAPHIC #OKEX #ETH #ETHEREUM #ETHUSDT… https://t.co/O3ki8q6Z0p
45,202204021200,RT @bitcoinagile: #ethereum is Facing Tough Resistance at $3500  for BINANCE:ETHUSDT by Booming-Crypto-Ideas $ETH https://t.co/mU85LBPiv2 h…
46,202204021200,#ethereum is Facing Tough Resistance at $3500  for BINANCE:ETHUSDT by Booming-Crypto-Ideas $ETH… https://t.co/TulHA0hwsf
47,202204021200,Thoughts on $ETH #ETH! See Booming-Crypto-Ideas's idea on TradingView below. https://t.co/bPBziIqU0U
48,202204021200,"#FTX Futures Liquidated on:
🔴 #ETH-PERP $567,166 @ 3,503.10 

#Binance Futures Liquidated on:
🔴 #ETHUSDT $436,067 @… https://t.co/bsS4GKfozd"
49,202204021200,"$ETH OverBought on High Volume (Short Signal)
Success Rate: 70.13% (270/385)
Average Gain: 1.29%
Chart Period: 30
https://t.co/Tf8BbACVpE"
50,202204021200,[BTCUSDT - WEEK] #BTC #BTCUSDT #BINANCE #BTCUSD #CRYPTO #BITFINEX #BITCOINGRAPHIC #OKEX #ETH #ETHEREUM #ETHUSDT… https://t.co/QQPv5sI0OV
51,202204021200,"RT @WhaleBotRektd: 📉Bitmex Liquidated Long on ETHUSDT @ $3,437: Sell $2,000,000"
52,202204021200,"📈Binance Liquidated Short on ETHUSDT @ $3,529: Buy $317,616"
53,202204021200,"🟢 Open Long Position [FUTURES]
#ETHUSDT
Entry Price: $3,492.3100
Filled: 0.15 #ETH / 104.77 #USDT
Leverage: 5X… https://t.co/T0AnzBZgBe"
54,202204021200,"🚨🚨🚨🚨🚨🚨🚨[Volume alert ]  #Binance Futures $ETHUSDT: 6,907.353 $ETH traded at vwap: 3,493.292 in the last 10 seconds… https://t.co/J1gRCgT6WR"
55,202204021200,"🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨[Volume alert ]  #Bybit $ETHUSDT: 1,950.10 $ETH traded at vwap: 3,493.049 in the last 10 seconds which i… https://t.co/X9x0TNkLny"
56,202204021200,#ETHUSDT 1h UTC/GMT TIME:2022-04-03 06:04:20 https://t.co/S1N48SGdrL
57,202204021200,#ETHUSDT 1h UTC/GMT TIME:2022-04-03 06:04:20 https://t.co/RwfrUK3v9y
58,202204021200,#ETHUSDT 4h UTC/GMT TIME:2022-04-03 06:04:07 https://t.co/fWqjBLfIRi
59,202204021200,#ETHUSDT 4h UTC/GMT TIME:2022-04-03 06:04:07 https://t.co/6lBB3vxGvz
60,202204021200,[BTCUSDT - WEEK] #BTC #BTCUSDT #BINANCE #BTCUSD #CRYPTO #BITFINEX #BITCOINGRAPHIC #OKEX #ETH #ETHEREUM #ETHUSDT… https://t.co/5yygc3klrC
61,202204021200,"#Binance Futures Liquidated on:
🔴 #FTMUSDT $105,101 @ 1.59646 
🔴 #SOLUSDT $89,451 @ 138.324 
🔴 #NEARUSDT $86,915 @… https://t.co/62oBmaiEr5"
62,202204021200,[BTCUSDT - WEEK] #BTC #BTCUSDT #BINANCE #BTCUSD #CRYPTO #BITFINEX #BITCOINGRAPHIC #OKEX #ETH #ETHEREUM #ETHUSDT… https://t.co/xfwQ0WNAOG
63,202204021200,#ETHUSDT 1h UTC/GMT TIME:2022-04-03 05:04:38 https://t.co/kyiqCdyhUQ
64,202204021200,#ETHUSDT 1h UTC/GMT TIME:2022-04-03 05:04:38 https://t.co/4NpjWN6oTs
65,202204021200,Trade ID 8389765519673636809 BOUGHT ETHUSDT at 3433.55 - P/L since 3472.83 = -1.13%
66,202204021200,"#Binance Futures Liquidated on:
🔴 #BTCUSDT $1.2M @ 46,268 
🔵 #GMTUSDT $91,642 @ 2.39355 
🔴 #SOLUSDT $88,499 @ 138.0… https://t.co/mZRchV1soC"
67,202204021200,"Check out my #ETHUSDT analysis on @TradingView: 

https://t.co/mLnZVZzCaY"
68,202204021200,[BTCUSDT - WEEK] #BTC #BTCUSDT #BINANCE #BTCUSD #CRYPTO #BITFINEX #BITCOINGRAPHIC #OKEX #ETH #ETHEREUM #ETHUSDT… https://t.co/6Ot2qgfD9v
69,202204021200,"#Binance Futures Liquidated on:
🔴 #BTCUSDT $198,539 @ 46,144 
🔴 #CRVUSDT $99,732 @ 2.95200 
🔴 #ETHUSDT $89,010 @ 3,… https://t.co/kusT6X1oLU"
70,202204021200,Thoughts on $ETH #ETH! See hello9dean's idea on TradingView below. https://t.co/hlBQooMSIa
71,202204021200,ETH Resistance https://t.co/AYdvZAKe7K
72,202204021200,#ETHUSDT 1h UTC/GMT TIME:2022-04-03 04:06:54 https://t.co/q6kc7ybGQn
73,202204021200,#ETHUSDT 1h UTC/GMT TIME:2022-04-03 04:06:54 https://t.co/iQ30V8KGjz
74,202204021200,"🚨🚨🚨🚨🚨🚨🚨[Volume alert ]  #Binance Futures $ETHUSDT: 4,083.398 $ETH traded at vwap: 3,467.326 in the last 10 seconds… https://t.co/MZGGgvg2S3"
75,202204021200,[BTCUSDT - WEEK] #BTC #BTCUSDT #BINANCE #BTCUSD #CRYPTO #BITFINEX #BITCOINGRAPHIC #OKEX #ETH #ETHEREUM #ETHUSDT… https://t.co/3KZrtG05zd
76,202204021200,"#Binance Futures Liquidated on:
🔴 #ETCUSDT $197,934 @ 47.5990 
🔴 #ZILUSDT $86,304 @ 0.16007000 
🔴 #CHRUSDT $34,340… https://t.co/ykMNewjIo0"
77,202204021200,"Pairs:ETHUSDT 
 BUY:3451.66000 
 Time :4/3/2022 6:54:06 AM
 Average Decision: 52.12995FifteenMinutes 
 Estimated Di… https://t.co/lWSatvyoxU"
78,202204021200,"Pairs:ETHUSDT 
 BUY:3451.66000 
 Time :4/3/2022 6:54:06 AM
 Average Decision: 52.12995FifteenMinutes 
 Estimated Di… https://t.co/UOgWxpzl7R"
79,202204021200,#ethereum Need Rest Before Next Pump for BINANCE:ETHUSDT by Malaysiancryptocommunity #ETHUSDT… https://t.co/7O3TKlohHb
80,202204021200,ETHEREUM Need Rest Before Next Pump! - #ETHUSDT chart on @TradingView https://t.co/kbfuqu1vOb
81,202204021200,"Stock Alert

#ETHUSDT - Buy alert at CMP: 3452.08
TimeFrame: 30mins

Alerts are for educational purpose only.
Previ… https://t.co/sJMi8oRN0A"
82,202204021200,"RT @NoFapXBT: Noticed another confluence on #ethusdt $ETH

EMA ""golden cross"" of 55/200 is days away from taking place

For context, the la…"
83,202204021200,"Noticed another confluence on #ethusdt $ETH

EMA ""golden cross"" of 55/200 is days away from taking place

For conte… https://t.co/3RSNwOeFg0"
84,202204021200,"Pairs:ETHUSDT 
 BUY:3447.67000 
 Time :4/3/2022 8:47:42 AM
 Average Decision: 53.52367OneHour 
 Estimated Direction… https://t.co/0vNtAy5Xo7"
85,202204021200,"Pairs:ETHUSDT 
 BUY:3447.67000 
 Time :4/3/2022 8:47:42 AM
 Average Decision: 53.52367OneHour 
 Estimated Direction… https://t.co/IRKOCIzj0r"
86,202204021200,#ETHUSDT 1h UTC/GMT TIME:2022-04-03 03:04:34 https://t.co/xMFBTypakz
87,202204021200,#ETHUSDT 1h UTC/GMT TIME:2022-04-03 03:04:34 https://t.co/WfEuDiNUl5
88,202204021200,RT @CryptoTraderPro: ETHUSDT SHORT SWING TRADE https://t.co/pcgkKsULYS 🙋 Health is Wealth via⟶ https://t.co/oeo4wXuiyc https://t.co/zEr9wKi…
89,202204021200,ETHUSDT SHORT SWING TRADE https://t.co/pcgkKsULYS 🙋 Health is Wealth via⟶ https://t.co/oeo4wXuiyc https://t.co/zEr9wKiXFH
90,202204021200,"Stock Alert

#ETHUSDT - Sell alert at CMP: 3430.64
TimeFrame: 30mins

Alerts are for educational purpose only.
Prev… https://t.co/fdPrMJE1WC"
91,202204021200,[BTCUSDT - WEEK] #BTC #BTCUSDT #BINANCE #BTCUSD #CRYPTO #BITFINEX #BITCOINGRAPHIC #OKEX #ETH #ETHEREUM #ETHUSDT… https://t.co/tPEJuHM1bB
92,202204021200,ETHUSDT SHORT SWING TRADE - #ETHUSDT chart on @TradingView https://t.co/jpiFodr069
93,202204021200,RT @CryptoTraderPro: Flag? https://t.co/qE0fiGY25Z 🙋 Health is Wealth via⟶ https://t.co/oeo4wXuiyc https://t.co/4AGuKk2yFh
94,202204021200,Flag? https://t.co/qE0fiGY25Z 🙋 Health is Wealth via⟶ https://t.co/oeo4wXuiyc https://t.co/4AGuKk2yFh
95,202204021200,[BTCUSDT - WEEK] #BTC #BTCUSDT #BINANCE #BTCUSD #CRYPTO #BITFINEX #BITCOINGRAPHIC #OKEX #ETH #ETHEREUM #ETHUSDT… https://t.co/EW4HpkClM2
96,202204021200,#ETHUSDT 1h UTC/GMT TIME:2022-04-03 02:06:59 https://t.co/iDX9ZyPQHI
97,202204021200,#ETHUSDT 1h UTC/GMT TIME:2022-04-03 02:06:59 https://t.co/kTE1tW11Wa
98,202204021200,"Pairs:ETHUSDT 
 SELL:3432.44000
 Time :4/3/2022 7:23:29 AM
 Average Decision:42.38631 OneHour 
 Estimated Direction… https://t.co/9ue2iJCNnt"
99,202204021200,"Charting from the phone whilst at the bar slamming brews. 

I see two possible scenarios for #ethusdt 

Either 1. w… https://t.co/ujFQkItzPR"
100,202204031200,RT @CryptoTraderPro: ETHEREUM what is next ? 💡 https://t.co/Pf0xdxrm5R 🙋 Health is Wealth via⟶ https://t.co/oeo4wXuiyc https://t.co/srDOrDf…
101,202204031200,ETHEREUM what is next ? 💡 https://t.co/Pf0xdxrm5R 🙋 Health is Wealth via⟶ https://t.co/oeo4wXuiyc https://t.co/srDOrDfqzD
102,202204031200,"⚡Trade signal⚡
📌 Pair: ETHUSDT
🏷️ Side: BUY
🏷️ Type: MARKET
⚖️ Qty: 1
💵 Price: 3474.64
💸 Total: 3471.17
📋 Current Open Order: 1"
103,202204031200,[BTCUSDT - WEEK] #BTC #BTCUSDT #BINANCE #BTCUSD #CRYPTO #BITFINEX #BITCOINGRAPHIC #OKEX #ETH #ETHEREUM #ETHUSDT… https://t.co/GhFMh9ULl8
104,202204031200,ETHEREUM what is next ? 💡 - #ETHUSDT chart on @TradingView https://t.co/qbFmmlAsFX
105,202204031200,"Pairs:ETHUSDT 
 BUY:3475.78000 
 Time :4/4/2022 5:12:45 PM
 Average Decision: 51.31077OneHour 
 Estimated Direction… https://t.co/vHwCov82GP"
106,202204031200,"This happened in the 5min chat of ETHUSDT as of yesterday.

@EmperorBTC
@At0m1cD
@coolimtweeting

#Gateiofutures https://t.co/LJZfUEKKKj"
107,202204031200,"Stock Alert

#ETHUSDT - Buy alert at CMP: 3474.74
TimeFrame: 30mins

Alerts are for educational purpose only.
Previ… https://t.co/EtvjzN6gTP"
108,202204031200,"$ETH Oversold condition detected (Long Signal)
Success Rate: 77.86% (415/533)
Average Gain: 1.34%
Chart Period: 30
https://t.co/Tf8BbACVpE"
109,202204031200,[BTCUSDT - WEEK] #BTC #BTCUSDT #BINANCE #BTCUSD #CRYPTO #BITFINEX #BITCOINGRAPHIC #OKEX #ETH #ETHEREUM #ETHUSDT… https://t.co/DoRIzyHrWo
110,202204031200,#ETHUSDT 1h UTC/GMT TIME:2022-04-04 11:04:43 https://t.co/6D7PcaxAol
111,202204031200,#ETHUSDT 1h UTC/GMT TIME:2022-04-04 11:04:43 https://t.co/6HPemlA78r
112,202204031200,RT @bitcoingraph: [BTCUSDT - WEEK] #BTC #BTCUSDT #BINANCE #BTCUSD #CRYPTO #BITFINEX #BITCOINGRAPHIC #OKEX #ETH #ETHEREUM #ETHUSDT #CHZUSDT…
113,202204031200,"$ETH Oversold on High Volume (Long Signal)
Success Rate: 79.76% (335/420)
Average Gain: 1.55%
Chart Period: 30
https://t.co/Tf8BbACVpE"
114,202204031200,"#Binance Futures Liquidated on:
🔵 #BTCUSDT $281,429 @ 45,658 
🔵 #ETHUSDT $166,972 @ 3,444.91 
🔵 #ALGOUSDT $122,838… https://t.co/QWwx06KPRD"
115,202204031200,RT @CryptoTraderPro: ETH in correction wave 🤓↘️✅↗️🤓 https://t.co/xLDTrhGFny 🙋 Health is Wealth via⟶ https://t.co/oeo4wXuiyc https://t.co/L9…
116,202204031200,RT @CryptoTraderPro: ETH in correction wave 🤓↘️✅↗️🤓 https://t.co/xLDTrhGFny 🙋 Health is Wealth via⟶ https://t.co/oeo4wXuiyc https://t.co/L9…
117,202204031200,RT @CryptoTraderPro: ETH in correction wave 🤓↘️✅↗️🤓 https://t.co/xLDTrhGFny 🙋 Health is Wealth via⟶ https://t.co/oeo4wXuiyc https://t.co/L9…
118,202204031200,ETH in correction wave 🤓↘️✅↗️🤓 https://t.co/xLDTrhGFny 🙋 Health is Wealth via⟶ https://t.co/oeo4wXuiyc https://t.co/L9c5z8xmnr
119,202204031200,[BTCUSDT - WEEK] #BTC #BTCUSDT #BINANCE #BTCUSD #CRYPTO #BITFINEX #BITCOINGRAPHIC #OKEX #ETH #ETHEREUM #ETHUSDT… https://t.co/b9vbMJI2by
120,202204031200,"🚨[Volume alert ]  #Bybit $ETHUSDT: 1,437.67 $ETH traded at vwap: 3,459.308 in the last 10 seconds which is 13.66 st… https://t.co/8DXfgwuDlV"
121,202204031200,"⚡Trade signal⚡
📌 Pair: ETHUSDT
🏷️ Side: SELL
🏷️ Type: MARKET
⚖️ Qty: 1
💵 Price: 3450.93
💸 Total: 3447.48
💰 PnL: 100… https://t.co/jG8I79KckY"
122,202204031200,"Pairs:ETHUSDT 
 SELL:3467.17000
 Time :4/4/2022 4:13:20 PM
 Average Decision:49.58682 OneHour 
 Estimated Direction… https://t.co/j8vP3zD1us"
123,202204031200,[BTCUSDT - WEEK] #BTC #BTCUSDT #BINANCE #BTCUSD #CRYPTO #BITFINEX #BITCOINGRAPHIC #OKEX #ETH #ETHEREUM #ETHUSDT… https://t.co/PsY3w1TTM0
124,202204031200,#ETHUSDT 1h UTC/GMT TIME:2022-04-04 10:04:39 https://t.co/c4NIzsWQLh
125,202204031200,#ETHUSDT 1h UTC/GMT TIME:2022-04-04 10:04:39 https://t.co/QKHP5UssaU
126,202204031200,Thoughts on $ETH #ETH! See UnstoppableTrading's idea on TradingView below. https://t.co/EQZcFdOipv
127,202204031200,"🤖 MA 12/26 Crossover + Fibo | Update for ETHUSDT 🤖 
| 
|- CROSS of hourly lines: DOWN 
|- No change for daily lines… https://t.co/qMpD3ze3qf"
128,202204031200,"Stock Alert

#ETHUSDT - Sell alert at CMP: 3468.04
TimeFrame: 30mins

Alerts are for educational purpose only.
Prev… https://t.co/IfRzeFUD3f"
129,202204031200,"#FTX Futures Liquidated on:
🔵 #ETH-PERP $597,352 @ 3,481.60 

#Binance Futures Liquidated on:
🔵 #ETHUSDT $122,018 @… https://t.co/nbPVyvLHnG"
130,202204031200,"Liquidated long on ETHUSDT: Sell 13,000 @ 3468.3"
131,202204031200,"[Volume alert ]  #Delta $ETHUSDT: 6,104.0 $ETH traded at vwap: 3,464.503 in the last 10 seconds which is 12.39 stde… https://t.co/fy2kD8hzuO"
132,202204031200,"#ETHUSDT Bear Alert!

5X Volume
Price:      3472.5
5-min %: -0.24%
Volume:  $16,520,171
 
#crypto #whale #btc #eth… https://t.co/EBV5boBQjW"
133,202204031200,"🚨🚨🚨🚨🚨🚨🚨🚨🚨[Volume alert ]  #Binance Futures $ETHUSDT: 9,986.432 $ETH traded at vwap: 3,464.567 in the last 10 second… https://t.co/nkWCQ0xem7"
134,202204031200,"🚨🚨🚨🚨🚨🚨🚨[Volume alert ]  #Bybit $ETHUSDT: 1,490.47 $ETH traded at vwap: 3,464.677 in the last 10 seconds which is 19… https://t.co/oU2zoU0Qyf"
135,202204031200,[BTCUSDT - WEEK] #BTC #BTCUSDT #BINANCE #BTCUSD #CRYPTO #BITFINEX #BITCOINGRAPHIC #OKEX #ETH #ETHEREUM #ETHUSDT… https://t.co/IQUYEeQWxy
136,202204031200,#ETHUSDT 1h UTC/GMT TIME:2022-04-04 09:07:00 https://t.co/oM8SnXqQww
137,202204031200,#ETHUSDT 1h UTC/GMT TIME:2022-04-04 09:07:00 https://t.co/DsrOVQpXFn
138,202204031200,"🚨[Volume alert ]  #Bybit $ETHUSDT: 720.87 $ETH traded at vwap: 3,478.037 in the last 10 seconds which is 13.23 stde… https://t.co/mAVnVL1Uyi"
139,202204031200,[BTCUSDT - WEEK] #BTC #BTCUSDT #BINANCE #BTCUSD #CRYPTO #BITFINEX #BITCOINGRAPHIC #OKEX #ETH #ETHEREUM #ETHUSDT… https://t.co/D3Q6EM6nYq
140,202204031200,"And BTW im long  $BTC. @GirthyRibz pattern said so

#BTC #BTCUSDT #ETHUSDT #Etherium #Bitcoin #cryptotrading https://t.co/E85ylDsKwk"
141,202204031200,#ETHUSDT 15min Telegram ➡️ https://t.co/ZIazuZXbOC #bullfrogcrypto #bullfrogarmy #crypto #bitcoinexchange #invest… https://t.co/OVloj6SL1C
142,202204031200,"Pairs:ETHUSDT 
 SELL:3494.08000
 Time :4/4/2022 11:31:05 AM
 Average Decision:37.08121 FifteenMinutes 
 Estimated D… https://t.co/mEF6pmzvd0"
143,202204031200,[BTCUSDT - WEEK] #BTC #BTCUSDT #BINANCE #BTCUSD #CRYPTO #BITFINEX #BITCOINGRAPHIC #OKEX #ETH #ETHEREUM #ETHUSDT… https://t.co/W1Sjkijrfn
144,202204031200,RT @BearComely: Check out this item on OpenSea https://t.co/wOjnPn2m15 @opensea #nft #opensea #opensea #opencommission #OpenSeaNFT #BTCUSDT…
145,202204031200,"[Volume alert ]  #Binance Futures $ETHUSDT: 1,849.573 $ETH traded at vwap: 3,492.378 in the last 10 seconds which i… https://t.co/M5HEbhibOv"
146,202204031200,#ETHUSDT 1h UTC/GMT TIME:2022-04-04 08:04:39 https://t.co/ge9V9KUm17
147,202204031200,#ETHUSDT 1h UTC/GMT TIME:2022-04-04 08:04:39 https://t.co/gw4jLNsG56
148,202204031200,"[Volume alert 🚀]  #Bybit $ETHUSDT: 522.63 $ETH traded at vwap: 3,499.998 in the last 10 seconds which is 12.69 stde… https://t.co/RsfAJ89dj6"
149,202204031200,[BTCUSDT - WEEK] #BTC #BTCUSDT #BINANCE #BTCUSD #CRYPTO #BITFINEX #BITCOINGRAPHIC #OKEX #ETH #ETHEREUM #ETHUSDT… https://t.co/YltJpVWGYQ
150,202204031200,"🚨🚨🚨🚨🚨🚨🚨🚨🚨[Volume alert ]  #Bybit $ETHUSDT: 765.75 $ETH traded at vwap: 3,502.314 in the last 10 seconds which is 21… https://t.co/y85z5SQt1Z"
151,202204031200,"TA: Ethereum Remains In Uptrend, Why ETH Could Surpass $3,600
#ETH #ethereum #ethusd #ETHUSDT https://t.co/psHphwAHuc"
152,202204031200,"Pairs:ETHUSDT 
 BUY:3500.79000 
 Time :4/4/2022 10:31:06 AM
 Average Decision: 52.47035FifteenMinutes 
 Estimated D… https://t.co/PxsQWWdtpO"
153,202204031200,"$ETH 

This consolidation looks interesting👀

Seems we are eating 3.5k resistance right now🍽 

I smell 4K incoming… https://t.co/xlegXo1mQ7"
154,202204031200,[BTCUSDT - WEEK] #BTC #BTCUSDT #BINANCE #BTCUSD #CRYPTO #BITFINEX #BITCOINGRAPHIC #OKEX #ETH #ETHEREUM #ETHUSDT… https://t.co/iNTHr0IJPc
155,202204031200,ETH DAILY ANALYSIS for BINANCE:ETHUSDT by sarmayedigitalteam #ETH $ETH https://t.co/9XLsujE5Sv https://t.co/VHIdcuEkhz
156,202204031200,Thoughts on $ETH #ETH! See sarmayedigitalteam's idea on TradingView below. https://t.co/sS4fetpLOz
157,202204031200,Waiting for a pullback for BINANCE:ETHUSDT by fred_flinstone #ETH $ETH https://t.co/sOIWj5J0au https://t.co/ZMlOFmfJVN
158,202204031200,#ETHUSDT 1h UTC/GMT TIME:2022-04-04 07:07:03 https://t.co/dEhTr3WfT9
159,202204031200,#ETHUSDT 1h UTC/GMT TIME:2022-04-04 07:07:03 https://t.co/aC4UpLREhF
160,202204031200,Thoughts on $ETH #ETH! See fred_flinstone's idea on TradingView below. https://t.co/PNXTHQQBsZ
